516,43
517,5687
518,0
519,223
520,0
521,611
522,0
523,81
524,161
525,0
526,106
527,0
528,18
529,0
530,7
531,0
532,235
533,0
534,81
535,0
536,1984
537,0
538,298
539,0
540,1295
541,0
542,46
543,10065
544,0
545,355
546,1582
547,0
548,95
549,0
550,119
551,0
552,6
553,0
554,0
555,62
556,0
557,96
558,0
559,215
560,0
561,217
562,0
563,19755
564,0
565,0
566,14828
567,8998
568,0
569,16
570,215
571,2004
572,0
573,15
574,57
575,451
576,0
577,0
578,0
579,0
580,0
581,0
582,1632
583,0
584,0
585,280
586,0
587,115
588,190
589,0
590,108
591,0
592,0
593,3479
594,0
595,3969
596,0
597,119
598,0
599,8
600,25
601,158
602,21
603,15
604,67
605,0
606,98
607,171
608,0
609,13
610,62
611,122
612,0
613,192
614,0
615,2707
616,0
617,336
618,0
619,151
620,0
621,531
622,0
623,0
624,0
625,0
626,0
627,0
628,0
629,0
630,1930
631,0
632,87256
633,0
634,1062
635,0
636,68
637,0
638,19
639,0
640,30
641,0
642,185
643,2422
644,0
645,366
646,0
647,15
648,0
649,72
650,74
651,0
652,305
653,0
654,0
655,258
656,0
657,70
658,0
659,234
660,0
661,177
662,0
663,64
664,0
665,1093
666,0
667,3058
668,143
669,0
670,17
671,0
672,80
673,0
674,7
675,0
676,197
677,0
678,158
679,0
680,97
681,0
682,141
683,0
684,47
685,0
686,192
687,0
688,457
689,0
690,138
691,0
692,250
693,0
694,3393
695,0
696,23
697,0
698,56
699,0
700,83
701,0
702,679
703,0
704,1507
705,0
706,5833
707,0
708,70
709,0
710,81
711,0
712,113
713,255
714,0
715,24327
716,0
717,45
718,0
719,129
720,0
721,41
722,0
723,105
724,0
725,158
726,0
727,1350
728,0
729,116
730,0
731,164
732,0
733,73
734,165
735,0
736,244
737,0
738,60
739,153
740,0
741,2590
742,0
743,23
744,0
745,107
746,212
747,0
748,5
749,105
750,0
751,143
752,243
753,0
754,97
755,0
756,73
757,0
758,196
759,126
760,0
761,0
762,179
763,0
764,127
765,0
766,46
767,0
768,18
769,28
770,0
771,0
772,0
773,0
774,804
775,0
776,81
777,36
778,0
779,136
780,0
781,171
782,0
783,0
784,66
785,0
786,195
787,0
788,195
789,0
790,201
791,0
792,33
793,29
794,15
795,34
796,15
797,409
798,0
799,189
800,0
801,179
802,0
803,274
804,0
805,287
806,311
807,0
808,325
809,92
810,160
811,3018
812,0
813,63
814,0
815,76
816,234
817,54
818,43
819,76
820,120
821,390
822,0
823,202
824,0
825,494
826,0
827,311
828,0
829,844
830,0
831,47
832,0
833,50
834,435
835,0
836,966
837,1654
838,0
839,54
840,14
841,28
842,56
843,259
844,0
845,407
846,0
847,224
848,0
849,0
850,2333
851,0
852,137
853,0
854,127
855,0
856,144
857,0
858,295
859,0
860,0
861,0
862,102
863,21
864,16
865,0
866,53
867,0
868,254
869,0
870,172
871,0
872,143
873,0
874,154
875,13
876,4665
877,0
878,195
879,0
880,7995
881,3084
882,0
883,1572
884,0
885,195
886,0
887,72
888,14
889,28
890,56
891,259
892,0
893,407
894,0
895,224
896,0
897,0
898,2333
899,0
900,137
901,0
902,127
903,0
904,144
905,0
906,295
907,0
908,0
909,0
910,102
911,21
912,16
913,0
914,53
915,0
916,254
917,0
918,172
919,0
920,143
921,0
922,154
923,13
924,4665
925,0
926,195
927,0
928,7995
929,3084
930,0
931,1572
932,0
933,195
934,0
935,72
936,0
937,108
938,0
939,0
940,0
941,978
942,0
943,139
944,0
945,26366
946,0
947,0
948,145
949,0
950,212
951,0
952,22
953,3503
954,0
955,560
956,150
957,0
958,0
959,96
960,27
961,103
962,14
963,156
964,0
965,9
966,346
967,0
968,254
969,0
970,175
971,0
972,205
973,0
974,141
975,0
976,2200
977,0
978,358
979,0
980,317
981,12761
982,0
983,161
984,30
985,14
986,47
987,49
988,0
989,51
990,264
991,0
992,114
993,0
994,0
995,4282
996,0
997,99
998,190
999,0
1000,3
1001,178
1002,1758
1003,0
1004,155
1005,0
1006,761
1007,0
1008,13
1009,17
1010,20
1011,62
1012,47
1013,71
1014,267
1015,0
1016,5516
1017,0
1018,2882
1019,0
1020,1706
1021,0
1022,54
1023,0
1024,0
1025,1944
1026,0
1027,1389
1028,0
1029,147
1030,16
1031,109
1032,0
1033,39
1034,0
1035,39
1036,25
1037,11252
1038,0
1039,0
1040,138
1041,0
1042,77
1043,238
1044,0
1045,4045
1046,0
1047,2173
1048,512
1049,478
1050,0
1051,1908
1052,0
1053,219
1054,0
1055,19
1056,40
1057,44
1058,0
1059,0
1060,72
1061,368
1062,0
1063,233
1064,0
1065,217
1066,0
1067,0
1068,200
1069,0
1070,51
1071,2116
1072,482
1073,0
1074,80
1075,873
1076,0
1077,56
1078,59
1079,67
1080,14
1081,90
1082,103
1083,109
1084,53
1085,175
1086,64
1087,2738
1088,0
1089,224
1090,0
1091,144
1092,0
1093,6
1094,150
1095,46
1096,68
1097,0
1098,906
1099,13
1100,54
1101,597
1102,11228
1103,0
1104,84
1105,0
1106,0
1107,68
1108,38
1109,93
1110,258
1111,0
1112,121
1113,0
1114,0
1115,229
1116,0
1117,0
1118,123
1119,0
1120,101
1121,0
1122,317
1123,0
1124,288
1125,0
1126,44
1127,0
1128,57
1129,30
1130,193
1131,0
1132,17
1133,345
1134,0
1135,43
1136,606
1137,0
1138,232
1139,0
1140,436
1141,0
1142,0
1143,315
1144,0
1145,252
1146,0
1147,153
1148,0
1149,1774
1150,0
1151,118
1152,0
1153,0
1154,99
1155,0
1156,0
1157,0
1158,424
1159,0
1160,510
1161,0
1162,369
1163,1221
1164,0
1165,2
1166,2306
1167,0
1168,258
1169,201
1170,1245
1171,0
1172,1397
1173,0
1174,124
1175,0
1176,88
1177,0
1178,98
1179,0
1180,32
1181,656
1182,0
1183,9292
1184,0
1185,2211
1186,0
1187,109
1188,0
1189,1173
1190,0
1191,200
1192,0
1193,651
1194,4446
1195,0
1196,203
1197,0
1198,0
1199,7
1200,33
1201,16
1202,46
1203,0
1204,43
1205,40
1206,287
1207,0
1208,170
1209,0
1210,1241
1211,0
1212,171
1213,0
1214,0
1215,957
1216,0
1217,0
1218,607
1219,1333
1220,0
1221,14
1222,0
1223,12
1224,0
1225,0
1226,0
1227,14
1228,31
1229,14
1230,304
1231,0
1232,227
1233,0
1234,124
1235,0
1236,266
1237,0
1238,0
1239,89
1240,93
1241,1446
1242,0
1243,1389
1244,0
1245,153
1246,0
1247,2
1248,58
1249,42
1250,21
1251,34
1252,42
1253,161
1254,0
1255,343
1256,0
1257,150
1258,0
1259,2769
1260,0
1261,10
1262,345
1263,0
1264,256
1265,0
1266,0
1267,286
1268,0
1269,253
1270,0
1271,31
1272,0
1273,12
1274,0
1275,18
1276,0
1277,36
1278,0
1279,131
1280,0
1281,96
1282,0
1283,82
1284,0
1285,1534
1286,0
1287,563
1288,0
1289,62
1290,0
1291,1959
1292,0
1293,148
1294,0
1295,130
1296,49
1297,0
1298,29
1299,52
1300,288
1301,0
1302,80
1303,0
1304,157
1305,0
1306,2503
1307,0
1308,211
1309,778
1310,0
1311,0
1312,406
1313,2082
1314,0
1315,17080
1316,0
1317,1213
1318,94
1319,44
1320,105
1321,0
1322,26
1323,16
1324,39
1325,553
1326,0
1327,91
1328,241
1329,0
1330,2893
1331,0
1332,1984
1333,0
1334,170
1335,0
1336,287
1337,0
1338,1303
1339,0
1340,13562
1341,0
1342,87
1343,117
1344,76
1345,0
1346,44
1347,0
1348,0
1349,3178
1350,0
1351,636
1352,0
1353,141
1354,0
1355,328
1356,54
1357,0
1358,297
1359,0
1360,513
1361,546
1362,0
1363,1692
1364,0
1365,0
1366,770
1367,0
1368,80
1369,0
1370,78
1371,0
1372,26
1373,30
1374,39
1375,253
1376,0
1377,1261
1378,0
1379,169
1380,0
1381,1179
1382,0
1383,147
1384,0
1385,1495
1386,0
1387,481
1388,0
1389,98
1390,0
1391,138
1392,30
1393,43
1394,16
1395,47
1396,0
1397,9732
1398,0
1399,280
1400,0
1401,264
1402,0
1403,229
1404,0
1405,441
1406,0
1407,18
1408,1849
1409,0
1410,1224
1411,0
1412,0
1413,1036
1414,0
1415,42
1416,48
1417,17
1418,48
1419,28
1420,43
1421,80
1422,1045
1423,0
1424,230
1425,0
1426,87
1427,0
1428,37
1429,213
1430,0
1431,0
1432,0
1433,526
1434,0
1435,214
1436,0
1437,83
1438,233
1439,0
1440,31
1441,53
1442,33
1443,0
1444,43
1445,44
1446,333
1447,1005
1448,0
1449,363
1450,0
1451,214
1452,0
1453,278
1454,0
1455,1536
1456,0
1457,91
1458,332
1459,0
1460,148
1461,0
1462,175
1463,0
1464,125
1465,30
1466,0
1467,52
1468,0
1469,194
1470,0
1471,195
1472,5843
1473,0
1474,812
1475,0
1476,409
1477,0
1478,57
1479,103
1480,260
1481,1223
1482,0
1483,1718
1484,0
1485,131
1486,0
1487,37
1488,0
1489,14
1490,71
1491,0
1492,14
1493,50
1494,273
1495,0
1496,164
1497,636
1498,0
1499,1306
1500,0
1501,122
1502,0
1503,0
1504,0
1505,750
1506,188
1507,0
1508,1406
1509,0
1510,0
1511,56
1512,32
1513,26
1514,32
1515,43
1516,0
1517,370
1518,0
1519,1189
1520,0
1521,7643
1522,0
1523,1030
1524,394
1525,0
1526,58
1527,0
1528,247
1529,0
1530,212
1531,0
1532,0
1533,1489
1534,0
1535,116
1536,0
1537,74
1538,197
1539,0
1540,152
1541,0
1542,261
1543,0
1544,269
1545,0
1546,238
1547,0
1548,132
1549,0
1550,283
1551,0
1552,244
1553,0
1554,525
1555,0
1556,1646
1557,1630
1558,106
1559,0
1560,85
1561,0
1562,0
1563,33
1564,186
1565,1926
1566,0
1567,428
1568,0
1569,268
1570,130
1571,0
1572,0
1573,1202
1574,0
1575,508
1576,0
1577,86
1578,0
1579,192
1580,742
1581,1561
1582,0
1583,96
1584,171
1585,0
1586,15
1587,35
1588,200
1589,0
1590,222
1591,0
1592,2268
1593,0
1594,134
1595,0
1596,78
1597,0
1598,111
1599,0
1600,141
1601,15
1602,125
1603,188
1604,0
1605,5701
1606,0
1607,147
1608,0
1609,35
1610,0
1611,114
1612,89
1613,43
1614,97
1615,136
1616,53
1617,0
1618,206
1619,0
1620,89
1621,0
1622,61
1623,225
1624,0
1625,2457
1626,0
1627,0
1628,298
1629,0
1630,0
1631,118
1632,163
1633,0
1634,105
1635,45
1636,98
1637,128
1638,400
1639,0
1640,250
1641,0
1642,6164
1643,4134
1644,0
1645,163
1646,0
1647,146
1648,3235
1649,0
1650,3321
1651,0
1652,0
1653,170
1654,0
1655,98
1656,0
1657,95
1658,68
1659,79
1660,44
1661,28
1662,284
1663,0
1664,1245
1665,0
1666,3327
1667,0
1668,76
1669,0
1670,103
1671,191
1672,0
1673,171
1674,0
1675,131
1676,648
1677,0
1678,958
1679,0
1680,16
1681,87
1682,0
1683,19
1684,0
1685,282
1686,52
1687,2321
1688,0
1689,2404
1690,0
1691,4956
1692,0
1693,3353
1694,125
1695,21
1696,392
1697,300
1698,693
1699,1317
1700,0
1701,58
1702,0
1703,29
1704,0
1705,41
1706,0
1707,42
1708,38
1709,237
1710,0
1711,89
1712,236
1713,0
1714,0
1715,2570
1716,0
1717,2386
1718,0
1719,192
1720,0
1721,351
1722,0
1723,1486
1724,0
1725,1848
1726,0
1727,49
1728,95
1729,128
1730,34
1731,183
1732,0
1733,236
1734,136
1735,0
1736,3567
1737,0
1738,1823
1739,2266
1740,0
1741,843
1742,0
1743,81
1744,0
1745,87
1746,124
1747,14
1748,1602
1749,0
1750,79
1751,0
1752,39
1753,48
1754,46
1755,13
1756,36
1757,65
1758,1672
1759,469
1760,0
1761,223
1762,0
1763,1477
1764,0
1765,2591
1766,0
1767,205
1768,0
1769,140
1770,0
1771,33
1772,0
1773,92
1774,0
1775,0
1776,53
1777,21
1778,14
1779,28
1780,49
1781,23
1782,0
1783,130
1784,65
1785,123
1786,28
1787,75
1788,161
1789,0
1790,37
1791,0
1792,94
1793,27
1794,1768
1795,0
1796,106
1797,0
1798,73
1799,0
1800,3
1801,0
1802,69
1803,0
1804,319
1805,0
1806,842
1807,0
1808,853
1809,0
1810,1935
1811,0
1812,313
1813,0
1814,106
1815,0
1816,136
1817,0
1818,12672
1819,0
1820,145
1821,0
1822,136
1823,21
1824,32
1825,0
1826,28
1827,49
1828,105
1829,465
1830,0
1831,4634
1832,0
1833,253
1834,0
1835,5499
1836,0
1837,2272
1838,0
1839,22112
1840,0
1841,378
1842,0
1843,48
1844,3218
1845,0
1846,189
1847,3721
1848,0
1849,133
1850,0
1851,45
1852,0
1853,0
1854,297
1855,0
1856,180
1857,0
1858,1217
1859,0
1860,292
1861,0
1862,260
1863,0
1864,218
1865,0
1866,31
1867,245
1868,0
1869,8438
1870,119
1871,0
1872,21
1873,0
1874,119
1875,0
1876,166
1877,0
1878,446
1879,0
1880,300
1881,0
1882,2263
1883,0
1884,1332
1885,0
1886,0
1887,2107
1888,0
1889,311
1890,0
1891,7699
1892,0
1893,0
1894,159
1895,155
1896,0
1897,95
1898,24
1899,144
1900,176
1901,0
1902,212
1903,0
1904,990
1905,0
1906,220
1907,0
1908,2446
1909,0
1910,55
1911,0
1912,223
1913,0
1914,62
1915,10770
1916,0
1917,148
1918,0
1919,1215
1920,0
1921,4
1922,0
1923,79
1924,29
1925,93
1926,359
1927,0
1928,1138
1929,0
1930,302
1931,0
1932,88
1933,0
1934,71
1935,0
1936,167
1937,638
1938,0
1939,234
1940,0
1941,0
1942,212
1943,58
1944,210
1945,0
1946,97
1947,257
1948,0
1949,144
1950,114
1951,79
1952,0
1953,1773
1954,0
1955,198
1956,0
1957,50
1958,0
1959,89
1960,132
1961,0
1962,0
1963,4645
1964,0
1965,162
1966,0
1967,248
1968,14
1969,44
1970,106
1971,92
1972,56
1973,28
1974,482
1975,0
1976,364
1977,0
1978,2186
1979,0
1980,162
1981,0
1982,0
1983,677
1984,0
1985,247
1986,18
1987,1702
1988,0
1989,143
1990,0
1991,206
1992,0
1993,0
1994,59
1995,0
1996,71
1997,0
1998,491
1999,0
2000,295
2001,0
2002,1288
2003,0
2004,5814
2005,0
2006,54
2007,0
2008,1257
2009,0
2010,153
2011,139
2012,6177
2013,0
2014,172
2015,0
2016,90
2017,0
2018,50
2019,0
2020,36
2021,277
2022,0
2023,168
2024,193
2025,0
2026,190
2027,0
2028,8170
2029,0
2030,904
2031,0
2032,692
2033,0
2034,332
2035,0
2036,120
2037,0
2038,1657
2039,0
2040,313
2041,1757
2042,0
2043,67
2044,0
2045,36
2046,59
2047,74
2048,142
2049,0
2050,167
2051,0
2052,62
2053,93
2054,85
2055,132
2056,221
2057,0
2058,229
2059,0
2060,1712
2061,0
2062,109
2063,0
2064,194
2065,110
2066,229
2067,0
2068,9
2069,82
2070,461
2071,0
2072,2463
2073,0
2074,0
2075,282
2076,0
2077,704
2078,0
2079,369
2080,0
2081,617
2082,0
2083,3577
2084,0
2085,19
2086,199
2087,0
2088,43
2089,37
2090,43
2091,32
2092,198
2093,85
2094,312
2095,0
2096,160
2097,0
2098,147
2099,0
2100,0
2101,297
2102,0
2103,24
2104,230487
2105,100
2106,273
2107,0
2108,112
2109,0
2110,76
2111,0
2112,27
2113,210
2114,0
2115,68
2116,28
2117,84
2118,0
2119,215
2120,0
2121,0
2122,67
2123,233
2124,0
2125,255
2126,0
2127,0
2128,99
2129,0
2130,162
2131,0
2132,3282
2133,0
2134,194
2135,0
2136,18
2137,0
2138,36
2139,34
2140,15
2141,348
2142,0
2143,406
2144,0
2145,8080
2146,0
2147,130
2148,0
2149,0
2150,584
2151,0
2152,130
2153,0
2154,1952
2155,0
2156,130
2157,0
2158,17
2159,89
2160,28
2161,37
2162,55
2163,49
2164,64
2165,0
2166,108
2167,0
2168,413
2169,0
2170,1027
2171,0
2172,177
2173,0
2174,141
2175,190
2176,274
2177,2868
2178,0
2179,86
2180,484
2181,0
2182,176
2183,0
2184,67
2185,79
2186,87
2187,504
2188,0
2189,85
2190,0
2191,157
2192,0
2193,578
2194,0
2195,79
2196,0
2197,165
2198,0
2199,227
2200,0
2201,249
2202,0
2203,206
2204,0
2205,329
2206,0
2207,236
